I don't know about you guys, but when I go somewhere to eat I go for the food not for the T.	5
This place has the strangest menu and the restaurants tries too hard to make fancy T.	1
T was melted, white wine warm, cheese oozing everywhere.	1
The T here was great, a treat from beginning to end.	1
Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were T at a table with one of the best view!	4
Tasty.	1
Not only was the T outstanding, but the little 'perks' were great.	1
Don't go alone---even two people isn't enough for the whole experience, with T and a selection of meats and seafoods.	1
I can't saybenough good things about this T, and I can't wait for my next several visits.	5
T lives up to it's fantastic reputation.	5
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your T.	1
Had no flavor and the T is rude and not attentive.	2
I recommend this spot to anyone who enjoys  fine T at reasonable prices.	1
I've never had bad service and the T is fresh and delicious.	1
The T was well prepared and the service impecable.	1
The new menu has a few creative items,they were smart enough to keep some of the old favorites (but they raised the T), the staff is friendly most of the time, but I must agree with the person that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone.	3
I have to say I have never had a disapointing T here.	1
If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and T.	1
His wife Tanya, the T, completes the comforting atmosphere by being delightfully warm and gracious.	4
T was good and appetizing.	1
The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass T X4, which makes no sense whatsoever.	3
He can't help, they're bought up so fast.	5
If you are going for the T, it will not be worth it.	1
Great food, good size T, great service and an unpretensious setting.	1
If you' re in New York, you do not want to miss this place.	5
The T itself is very small with two toilets and only one sink, the girl was staying totally on the way hanging out paper towels from the dispenser.	5
On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and T that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	4
Really cool T inside.	4
this restaurant is absolutely beautiful.	5
The pasta primavera was outstanding as well, lots of T.	1
Interesting T, good wines, service fine, fun decor.	1
We ordered a selection of the small plates, and the T, goat cheese pizza, grilled asparagus and fried brie with fruit were all very good.	1
Very pleased	5
Our T continued to be attentive throughout the night, but I did remain puzzled by one issue:  Who thinks that Ray's is an appropriate place to take young children for dinner?	2
We didn't even see a menu, as our waiter described both the specials and the T.	2
Get the T of gari.	1
great T, great wine list, great service in a great neighborhood...	1
I guarantee you won't be disappointed, there's also valet parking.	5
Finally a reliable Chinese restaurant!	5
The anti-pasta was excellent, especially the T, as were the filling pasta mains.	1
We were planning to get dessert but the T basically through the bill at us before we had a chance to order.	2
To speak of the Park Side, words can not describe.	5
Be sure to try the seasonal, and always delicious, T.	1
A must try!	5
I heartily recommend.	5
The T are dry, tasteless.	1
The T is great too since they give high quality tupperware as well.	2
Try the T too, they're snappy and delicious.	1
However, service was as plain as T I had.	1
Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious T.	2
A mix of students and area residents crowd into this narrow, barely there T for its quick, tasty treats at dirt-cheap prices.	1
The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious T.	1
Yeah Shanghai is also great but not quite as good -- they use the same amount of T but without sweetness to balance out.	1
Their T are impressive, though I can't remember what we had.	1
The service, however, is a peg or two below the quality of food (horrible bartenders), and the T, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.	4
All the people that I bring there go back on their own and bring THEIR friends!	5
We have been to this place many times, and always have great food, wine, and T.	2
The T are a saving grace, but service staff, please, get over yourselves.	1
Sandwiches, burgers and salads, like the T, are classic successes.	1
Go to Volare for 1st class service and terrific T.	1
Too cold to enjoy.	4
My co-workers had to wait almost an hour for T, only to discover that what they got was not what they ordered.	2
I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.	5
The T was excellent, especially the calamari, as were the filling pasta mains.	1
The food was delicious (I had a halibut special, my husband had T), and the service was top-notch.	1
Tiny T was $8.00...just plain overpriced for what it is.	1
This is some really good, inexpensive T.	1
The T is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.	4
T and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!	1
This is the only Thai place I go too in NYC, it's wonderful, and live relaxed T on certain nights.	4
Once they ran out of T and made it for me from scratch!	5
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything T.	5
good music, great food, speedy T affordable prices.	2
A few tips: skip the turnip cake, roast pork buns and T.	1
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an T.	1
Plan on waiting 30-70 minutes.	2
Half a chicken with a mountain of rice and T for $6.25.	3
The zucchini and mashed potatoes are a blend of garlic and T which simply melts in your mouth.	1
If you're in the 'hood, definitely stop in.	5
I would go back tho.	5
The table service could have been a little more attentive but as someone who also works in the T industry, I understood they were busy.	2
The T, seems to be more concerned of looking good than actually waitressing.	2
The T in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.	4
IT IS WHAT MODERN T IS ALL ABOUT.	5
Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh T.	1
Best Chinese on the Upper East, prompt T, good value.	3
Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh T and great portions all at a reasonable price.	1
His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.	2
For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and T, which was phenomenal.	1
It was nice and fresh, but I can't give it high scores on being authentic T.	1
Please try the T, its just the most tender piece ever.	1
This is a great place to take out-of-towners, and perfect for watching the sunset.	4
The food is great, I love their dumplings, T, chicken and shrimp dishs.	1
The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the T of the dish.	1
Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced T, various vegetables, and rice and glass noodles.	1
Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on T.	1
The T very reasonable.	3
I've eaten at all three locations and I always love, love the T, the service is always wonderful and the prices are really reasonable.	1
They did not have mayonnaise, forgot our toast, left out ingredients (ie T in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	1
I came again weeks later with my boyfriend and again had a very nice experience.	5
for about eleven bucks you get a gigantic burrito (or tacos), margarita, and T.	1
Excellent T, nice ambience, fairly expensive	1
The T was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.	1
Our teenage kids love it, too.	5
I must give it Yon out of Yon stars!	5
The place does get crowded, so I recommend going between 4-5 PM.	4
It is run by the same T who started the chain in Chinatown.	5
Don't go alone---even two people isn't enough for the whole experience, with pickles and a T.	1
Had 1 appetizer, 2 entrees and 2 cokes and the T was ~$55.00, not including tip.	3
My host asked for T for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.	2
The T was very good.	1
Nice T but no spice!	1
T was very friendly.	2
When my T came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.	2
I'm partial to the T.	1
The workers there also absolutely load the bagel with T (gets a little messy).	1
They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	2
the T even spotted that my table was shaking a stabilized it for me.	2
Great food, great T, great atmosphere, and best of all GREAT beer!	4
The T was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	2
I had the Pad Thai and the T were sticky.	1
This restaurant is a wonderful place to go many times and it is reasonably T.	3
The T makes you feel at home, the food is great and the atmosphere is WONDERFUL!	2
The only drawback is that it's a little pricey.	3
We have gone for dinner only a few times but the same great quality and T is given.	2
wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.	5
The T here is delicious.	1
Bottom line: B+ for the T, F for the service.	1
It is not worth for that bucks.	3
The T of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.	4
Its a nice quiet T to go eat a good meal, relax, be able to talk and have a very good time.	1
The T is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.	1
stick with the T, beef, and lamb dishes.	1
Dug the T too.	4
though the T could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.	2
Also, the sandwiches (nearing T) didn't come with anything like chips or a side.	3
Try the T, it is to die for.	1
great wine list (italian), good food, T was INITIALLY fine.	2
The ambience is very romantic and definitely a good T to bring a date.	4
A perfect T to take out of town guests any time of the year.	5
By the time we finished our dinner we still had not received one beverage NOR hooka!	2
– Best T for lunch in the financial district.	5
It's like they took leftover T, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).	1
I visit New Green Bo when I have money or when I am broke.	3
The T is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	1
Everything is excellent, the T is quite extensive, and you eat with a view on both sides of the city.	1
The combination of fresh tomato sauce, T, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.	1
– Schooner or Later's charming location along the marina in Long Beach and average food does not, unfortunately, compensate for its very poor T.	2
First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my T...	2
It is not very tasty.	1
otherwise, good T for late nite eats.	1
It was the first place we ate on our first trip to New York, and it will be the last T we stop as we head out of town on our next trip to New York.	5
Alain Ducasse is the best of everything, I mean everything was excelent.I	5
T has always been friendly and efficient.	2
Excellent T for holiday get togethers with co-workers or friends that you haven't seen in a while.	5
my picks are:  - Scallion Pancake (fried with T, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.	1
The T was actually aweful.	1
The T are wonderfully low.	3
I went with 5 friends and we lingered at the T for a bit and didn't feel rushed at all even though there was a wait.	5
I have been to Casimir over 5 times and I have always had a great time there.	5
They treat me like family, morning and night.	2
T - can't be missed, so save room!!!	1
Not a large T, but it's cute and cozy.	4
Steamed fresh so brought hot hot hot to your table.	1
T- friendly and attentive.	2
After 2 tries by the T to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.	2
We've only eaten in the restaurant once, but we have ordered many times for T.	5
Just bring someone who speaks Cantonese because T may not understand you.	2
In terms of the food itself -- nothing special, we limited ourselves to several T.	1
Service was decent, but not as smooth as I would expect from a place with these prices and T.	2
Before the place didn't call my attention.	5
The T was very patient with us and the food is phenomenal!	2
I was looking for banana tempura for T and they dont have.	1
After reading the great reviews, I invited a die-hard downtown friend of mine to join me at TASTE.	5
The T is nothing like the one on the website.	1
The T and cheese plate are plentiful and can't wait to try the fondue or table grilling.	1
My goodness, everything from the T to the rice to the seaweed was absolutely amazing.	1
From the complimentary T of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.	1
While the new restaurant still features much of the same T that made Tiffin so attractive, the menu has been overhauled.	4
In any event, this is a place I'll be sure to stop by again when I'm in this part of town.	5
A cozy T for 2	4
The T can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!	2
It's a great find in Astoria.	5
Great people watching as others do the same to you.	4
I liked this place the first time but doubt I will ever return.	5
Unfortunately, the T was NOT something to get worked up about.	1
The T was on point - what else you would expect from a Ritz?	2
But nonetheless--great spot, great T.	1
The food is spectacular, from the T to the main course, and then of course the desserts, (WOW) you'll need no more.	1
Winnie and her staff are the best T you can find serving you.	2
One special roll and one T is enough to fill you up, but save room for dessert!	1
I have lived in Japan for 7 years and the taste of the food and the T of the restaurant is like being back in Japan.	4
The T is prepared quickly and efficiently.	1
""" The menu includes pub fare--burgers, T and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians."	1
It had been awhile and I forgot just how delicious T can be.	1
They don't concern much of customer's health, just want to make money.	5
My friends spoke so much about it for months, I finally made the time to come down ear and dine in.	5
I have to say the place was awesome.	5
Actually, everyone who worked there seemed to be annoyed.	5
Amazing Spanish Mackeral special appetizer and perfect box sushi (that T -- um um um).	1
Also, top the meal with a delicious and perfect slice of T.	1
Enjoyed a very nice T while my wife had arugula and goat cheese....both very tasty.	1
The T are attentive, and have smiles on their faces.	2
Highly recommended is the T and Spider Rolls.	1
The waitress remembers me and is very friendly, she knows what my regular is and that's the T.	1
Overall, the ingredients and technique are there and I am encouraged enough to return at T or dinner to see whether the boldness of the flavour palette improves.	1
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant T.	4
A small, T makes for a private, comfortable space to study alone or meet up with friends.	4
For my entr&eacute;e, I completely enjoyed the T complemented by chard, artichoke hearts, fennel, and pecorino toscano.	1
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best T in the US that he has been to.	1
Try the T and the salt pepper shrimps.	1
The T that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	2
I work near-by, and they have the BEST T in the neighborhood- not a packaged or quick-cooked item.	1
This place is a great bargain.	3
supercilious scorn is in.	2
And that's no mean feat...	5
The owners and employees are friendly and their T is fantastic.	1
We love the food, drinks, and T!	4
Endless fun, awesome music, great T!!!	2
Everything is always cooked to perfection, the T is excellent, the decor cool and understated.	2
Even though the T is not beautiful, the food speaks for itself.	4
And their prices are very high - they actually think that they can get away with charging such prices for such terrible T and service!	1
Great T, great lay out and awesome service.	1
The restaurant offers an extensive T and an ambiance you won't forget!	1
Terrible experience.	5
Aside from the T, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	1
My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 T.	1
Why make a T if you aren't going to keep it?	2
But the T is way to expensive.	3
It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood T.	4
They have a very diverse T so its something for everybody.	1
Not what I would expect for the price and prestige of this location.	2
We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier T in evident.	1
We spent $200 in this place.	3
both are very reasonably priced (around $8 for dinner and $5 for T), and are delicious and filling.	1
The T and the waitress were incredibly rude and did everything they could to rush us out.	2
Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.	5
The T used are also not that exciting.	1
My son and his girlfriend both wanted T and they were huge!	1
Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great T (the chilaquiles were awesome!	2
But the best T I ever had is the main thing.	1
Great Pizza, Poor T	2
When you're sitting in their T (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.	4
But, they were too big for the bun.	1
A little on the expensive side. 	3
The wine list is interesting and has many good T.	3
The menu choices are similar but the T lacked more flavor than it looked.	1
If you are someone who appreciates the same things but hope to have T to spare or share, Kai may not be the best option.	1
this one is definintely my least favorite.	5
All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like T are also available.	1
After the main course came, we didn't see our T for at least 40 MINUTES!	2
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly T."	1
The website and rating makes this T look wonderful but in reality it was very disappointing.	4
Also a little more expensive than your average T place.	3
If you're not familiar with the T, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.	5
My fiance and I recently wanted to see the city and deceided to take a dinner cruise.	5
Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, T, cheese baclava... soooo much fooood, and all of it delicious.	1
– I loved the pumpkin ravioli and the goat cheese gnocchi (5 big ones to a plate instead of 20 or so little gnocchis) and my sister loved her T.	1
Such nice people working here - but I have to review the T.	1
The staff offers impeccable T.	2
Doesn't get any better than that.	5
You don't go to Mizu for excellent T, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.	2
T is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.	4
Great T but the service was dreadful!	1
But the T is HORRID!	2
I had the T (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).	1
I trust the T at Go Sushi, it never disappoints.	5
My goodness, everything from the fish to the T to the seaweed was absolutely amazing.	1
Definitely try the T - it was incredible.	1
After we got our sashimi order, I could not believe how small the T were!	1
Suan has challenged this loyalty.	5
We were told that the T was about twenty minutes and there would be no problem for our 8:00 pm curtain call.	5
The T was just awful, ATROCIOUS actually.	1
My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.	5
T and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	1
The T is great, with a good selection, and everything that I have tried is absolutely delicious.	1
T and hostess was quite rude.	2
Fabulous T, fantastic food, and a chilled out atmosphere and environment.	2
i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.	2
Believe me, they live up to the name.	5
Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, T, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious.	1
The service was attentive without being overbearing and each dish we tried was wonderful from the T to the cod with pineapple tempura.	1
It's also attached to Angel's Share, which is a cool, more romantic T...	4
This made it obvious that the T wasn't cooked fresh; it was obviously made before hand and then reheated.	1
The T is arrogant, the prices are way high for Brooklyn.	2
From the street it looks very hidden, and is actually an old warehouse.	5
Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the T you just paid for?	2
No green beans, no T, no anchovy dressing, no nicoise olives, no red onion.	1
For all of you new to T, try the Paneer Roll, it is a piece of heaven.	1
Never in my life did I think that I could be satisfied both in T and in quantity for $3.00 in NYC.	1
My mouth felt very dry afterwards and I had that signature ?MSG? taste lingering in my throat after I left the restaurant.	1
Even when the chef is not in the house, the food and T are right on target.	2
The T was absolutely horrible!	1
I ate here a week ago and found most dishes average at best and too expensive.	3
Spreads and T are great - though a bit pricey.	1
Very good T.	1
The only drawback is that this T is really expensive and the portions are on the small side.	3
The Waitstaff were very nice and suggested T for my husband he enjoyed his meal.	1
To my right, the T stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.	2
The T there is so good that even to order out the wait is incredible.	1
Their T was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!	1
When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying T, he's visiting the regulars (a growing legion) and checking on newcomers.	1
The T is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	4
We concluded with T chocolate cake, both were delicious.	1
Simple healthy unglamorous T cheap.	1
I'm looking forward to going back soon and eventually trying most everything on the T!	1
We were 4 and got the family size T which was tremendously gigantic portion...a bucket of food literally.	1
T was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.	2
The T was nice, but service wasn't so great.	4
If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most T - even families can feel comfortable here.	4
The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	5
How pretentious and inappropriate for MJ Grill to claim that it provides power T and dinners!	1
Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and T--are equally scrumptious.	1
A great way to make some money is to buy a T from Costco and sell it right outside for only $2.50.	5
Our friendly server made great food suggestions and also sent both the sommelier and the T to the table to help suggest different pairings for wine and cheese.	2
Slightly above average T start at $70+ with only one selection listed at $30+.	3
As far as the service goes, the T were not particularly friendly, but they got the job done.	2
Quality T preparation all around, and a very fair price for NYC.	1
The staff is arrogant, the T are way high for Brooklyn.	3
T is my favorite Indian restaurant in the city.	5
I am happy i did the T was awsome.	1
They wouldnt even let me finish my glass of wine before offering another.	2
It's called Gnochi alla nona and is found under Chef Specials.	1
If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the T.	3
Check it out.	5
T is a must!	1
- for T we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.	1
T way over priced.	3
Melt in your mouth nigiri and T, and very tasty rolls too.	1
The food and T were fine, however the maitre-D was incredibly unwelcoming and arrogant.	2
Of course, it is crowded but who cares.	4
With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the T here was decent, not great.	1
This place must have cost the T afortune to build.	5
I love when restaurants think using fancy expensive ingrediants makes the T fine cuisine, even with no idea how to use them.	1
I brought some buddies from CA and they loved it.	5
Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.	5
We thought that this place is using too much of T in the foods.	1
The T and pastrami are excellent, much less fatty than those big tourist places around Times Square.	1
We were fans of the T until some inedible squid during a recent visit.	3
Don't leave the restaurant without it.	1
With the theater 2 blocks away we had a delicious T in a beautiful room.	1
Based on the reviews for T, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	1
Service is highly refined: our seating was delayed 35 minutes past our T and the maitre d' apologized and regularly kept us apprised of progress.	2
T, however, was excellent...and I liked the setting/atmosphere a lot. 	2
The only drawback is the crowded T and the slow service.	5
The dinner only took us about an hour and the T were alright for the strip, almost $50/pp after tax and tip (about average).	3
And it all comes at a very reasonable price (congee, T, and rice dishes are no more than $3-6 each).	3
They offer the same T but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.	1
I go out to eat and like my courses, T are patient and never rush courses or force another drink.	2
they were dry and disgusting, i didn't even finish my first piece.	1
Cool T, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.	4
My T was burnt, and infused totally in a burnt flavor.	1
I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.	5
Cool atmosphere, the T in the back really ads to it but needs a bit more heat throughout on a cold night.	4
Otherwise, this place has great service and T and a nice friendly atmosphere.	3
I also recommend the rice dishes or the different varieties of T.	1
It's cute and simple and I loved it.	5
I took my girlfriend there for her birthday last night and we had a relaxing, really good T.	5
We had a birthday party here recently and the food and T was amazing.	2
The food is huge and probably the best that I've had at this T range.	3
Patroon features a nice cigar bar and has great T.	2
The mussaman curry that I ordered was as thin as water and aside from the poorly T that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.	1
The T was interesting, but the Creme Brulee was very savory and delicious.	1
Overall I was impressed and will return, it's a great QPR (T to Price Ratio).	3
I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a T, and the cold udon at the end of the meal.	1
I stopped by for some brunch today and had the vegan cranberry pancakes and some T.	1
Overall, this is a great new restaurant that has been consistently good every time I have been.	5
It's boring on the inside, and our sushi was pretty below average... the T was soggy and the other rolls had no flavor.	1
This is some really inexpensive T.	3
im not necessarily fanatical about this place, but it was a fun time for low T.	3
Expensive	3
The best T I have ever had.	1
Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.	2
My turkey burger was not cooked at all, my friends T was completely raw.	1
Maybe tomorrow ;-)	5
WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.	5
Not only was the T fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!	1
Everything I had was good, and I'm a eater.	1
Quality ingredients preparation all around, and a very fair T for NYC.	3
Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a T!	3
Most of the sandwiches are made with T which is actually pretty good.	1
- i asked for them spicy and they were delicious).	1
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing T to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.	1
THE T WAS PROBABLY THE BEST I HAVE TASTED.	1
We'd go back again	5
It is about T and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.	1
Reasonable T.	3
Did I mention the T?	1
Several of the T had about 6-8 pieces.	1
Mmm... good!	5
Tiny dessert was $8.00...just plain overpriced for what it is.	1
Decent T at reasonable prices.	1
If I want to stand in line on Sunday for an hour to get average brunch food, then I would put Murphy's at the top of the list.	2
